url,title_a,title_b,applied_variant,applied_title,winner_variant,winner_title
"https://drainkorea.com/seo/1168010600-sink-blocked-company-강남구-대치동/","강남구 대치동 싱크대 막힘 업체 | 30분 출동 24시간 상담","강남구 대치동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 대치동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 대치동 싱크대 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-sink-blocked-same-day-강남구-대치동/","강남구 대치동 싱크대 막힘 당일 | 30분 출동 24시간 상담","강남구 대치동 싱크대 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 대치동 싱크대 막힘 당일 | 30분 출동 24시간 상담","A","강남구 대치동 싱크대 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-sink-blocked-weekend-강남구-대치동/","강남구 대치동 싱크대 막힘 주말 | 30분 출동 24시간 상담","강남구 대치동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 대치동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 대치동 싱크대 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-sewer-cleaning-urgent-강남구-대치동/","강남구 대치동 배관 고압세척 긴급 | 30분 출동 24시간 상담","강남구 대치동 배관 고압세척 긴급 전문 업체 | 당일 방문 가능","A","강남구 대치동 배관 고압세척 긴급 | 30분 출동 24시간 상담","A","강남구 대치동 배관 고압세척 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-sewer-cleaning-24hour-강남구-대치동/","강남구 대치동 배관 고압세척 24시간 | 30분 출동 24시간 상담","강남구 대치동 배관 고압세척 24시간 전문 업체 | 당일 방문 가능","B","강남구 대치동 배관 고압세척 24시간 전문 업체 | 당일 방문 가능","B","강남구 대치동 배관 고압세척 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-sewer-cleaning-cost-강남구-대치동/","강남구 대치동 배관 고압세척 비용 | 30분 출동 24시간 상담","강남구 대치동 배관 고압세척 비용 전문 업체 | 당일 방문 가능","A","강남구 대치동 배관 고압세척 비용 | 30분 출동 24시간 상담","A","강남구 대치동 배관 고압세척 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-sewer-cleaning-company-강남구-대치동/","강남구 대치동 배관 고압세척 업체 | 30분 출동 24시간 상담","강남구 대치동 배관 고압세척 업체 전문 업체 | 당일 방문 가능","B","강남구 대치동 배관 고압세척 업체 전문 업체 | 당일 방문 가능","B","강남구 대치동 배관 고압세척 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-sewer-cleaning-same-day-강남구-대치동/","강남구 대치동 배관 고압세척 당일 | 30분 출동 24시간 상담","강남구 대치동 배관 고압세척 당일 전문 업체 | 당일 방문 가능","A","강남구 대치동 배관 고압세척 당일 | 30분 출동 24시간 상담","A","강남구 대치동 배관 고압세척 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-sewer-cleaning-weekend-강남구-대치동/","강남구 대치동 배관 고압세척 주말 | 30분 출동 24시간 상담","강남구 대치동 배관 고압세척 주말 전문 업체 | 당일 방문 가능","B","강남구 대치동 배관 고압세척 주말 전문 업체 | 당일 방문 가능","B","강남구 대치동 배관 고압세척 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-backflow-urgent-강남구-대치동/","강남구 대치동 하수구 역류 긴급 | 30분 출동 24시간 상담","강남구 대치동 하수구 역류 긴급 전문 업체 | 당일 방문 가능","A","강남구 대치동 하수구 역류 긴급 | 30분 출동 24시간 상담","A","강남구 대치동 하수구 역류 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-backflow-24hour-강남구-대치동/","강남구 대치동 하수구 역류 24시간 | 30분 출동 24시간 상담","강남구 대치동 하수구 역류 24시간 전문 업체 | 당일 방문 가능","B","강남구 대치동 하수구 역류 24시간 전문 업체 | 당일 방문 가능","B","강남구 대치동 하수구 역류 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-backflow-cost-강남구-대치동/","강남구 대치동 하수구 역류 비용 | 30분 출동 24시간 상담","강남구 대치동 하수구 역류 비용 전문 업체 | 당일 방문 가능","A","강남구 대치동 하수구 역류 비용 | 30분 출동 24시간 상담","A","강남구 대치동 하수구 역류 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-backflow-company-강남구-대치동/","강남구 대치동 하수구 역류 업체 | 30분 출동 24시간 상담","강남구 대치동 하수구 역류 업체 전문 업체 | 당일 방문 가능","B","강남구 대치동 하수구 역류 업체 전문 업체 | 당일 방문 가능","B","강남구 대치동 하수구 역류 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168010600-backflow-same-day-강남구-대치동/","강남구 대치동 하수구 역류 당일 | 30분 출동 24시간 상담","강남구 대치동 하수구 역류 당일 전문 업체 | 당일 방문 가능","A","강남구 대치동 하수구 역류 당일 | 30분 출동 24시간 상담","A","강남구 대치동 하수구 역류 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168010600-backflow-weekend-강남구-대치동/","강남구 대치동 하수구 역류 주말 | 30분 출동 24시간 상담","강남구 대치동 하수구 역류 주말 전문 업체 | 당일 방문 가능","B","강남구 대치동 하수구 역류 주말 전문 업체 | 당일 방문 가능","B","강남구 대치동 하수구 역류 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168011800-drain-blocked-urgent-강남구-도곡동/","강남구 도곡동 하수구 막힘 긴급 | 30분 출동 24시간 상담","강남구 도곡동 하수구 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 도곡동 하수구 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 도곡동 하수구 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168011800-drain-blocked-24hour-강남구-도곡동/","강남구 도곡동 하수구 막힘 24시간 | 30분 출동 24시간 상담","강남구 도곡동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 도곡동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 도곡동 하수구 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168011800-drain-blocked-cost-강남구-도곡동/","강남구 도곡동 하수구 막힘 비용 | 30분 출동 24시간 상담","강남구 도곡동 하수구 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 도곡동 하수구 막힘 비용 | 30분 출동 24시간 상담","A","강남구 도곡동 하수구 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168011800-drain-blocked-company-강남구-도곡동/","강남구 도곡동 하수구 막힘 업체 | 30분 출동 24시간 상담","강남구 도곡동 하수구 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 도곡동 하수구 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 도곡동 하수구 막힘 업체 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168011800-drain-blocked-same-day-강남구-도곡동/","강남구 도곡동 하수구 막힘 당일 | 30분 출동 24시간 상담","강남구 도곡동 하수구 막힘 당일 전문 업체 | 당일 방문 가능","A","강남구 도곡동 하수구 막힘 당일 | 30분 출동 24시간 상담","A","강남구 도곡동 하수구 막힘 당일 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168011800-drain-blocked-weekend-강남구-도곡동/","강남구 도곡동 하수구 막힘 주말 | 30분 출동 24시간 상담","강남구 도곡동 하수구 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 도곡동 하수구 막힘 주말 전문 업체 | 당일 방문 가능","B","강남구 도곡동 하수구 막힘 주말 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168011800-toilet-blocked-urgent-강남구-도곡동/","강남구 도곡동 변기 막힘 긴급 | 30분 출동 24시간 상담","강남구 도곡동 변기 막힘 긴급 전문 업체 | 당일 방문 가능","A","강남구 도곡동 변기 막힘 긴급 | 30분 출동 24시간 상담","A","강남구 도곡동 변기 막힘 긴급 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168011800-toilet-blocked-24hour-강남구-도곡동/","강남구 도곡동 변기 막힘 24시간 | 30분 출동 24시간 상담","강남구 도곡동 변기 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 도곡동 변기 막힘 24시간 전문 업체 | 당일 방문 가능","B","강남구 도곡동 변기 막힘 24시간 전문 업체 | 당일 방문 가능"
"https://drainkorea.com/seo/1168011800-toilet-blocked-cost-강남구-도곡동/","강남구 도곡동 변기 막힘 비용 | 30분 출동 24시간 상담","강남구 도곡동 변기 막힘 비용 전문 업체 | 당일 방문 가능","A","강남구 도곡동 변기 막힘 비용 | 30분 출동 24시간 상담","A","강남구 도곡동 변기 막힘 비용 | 30분 출동 24시간 상담"
"https://drainkorea.com/seo/1168011800-toilet-blocked-company-강남구-도곡동/","강남구 도곡동 변기 막힘 업체 | 30분 출동 24시간 상담","강남구 도곡동 변기 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 도곡동 변기 막힘 업체 전문 업체 | 당일 방문 가능","B","강남구 도곡동 변기 막힘 업체 전문 업체 | 당일 방문 가능"
